Economy,Indicator,Year,Value,Indicator_encoded,Economy_encoded,Indicator_group,Indicator_group_code
Albania,Have access to the Internet elsewhere,2023,4.28511,24,0,User Experience,3
Albania,Cost of the equipment is too high,2023,54.3197,14,0,User Experience,3
Albania,Cost of service is too high,2023,52.1671,13,0,User Experience,3
Albania,Privacy or security concerns,2023,5.9016,46,0,User Experience,3
Albania,Internet service is not available in the area,2023,10.5294,39,0,User Experience,3
Azerbaijan,Do not need the Internet,2023,64.5999,19,4,User Experience,3
Azerbaijan,Have access to the Internet elsewhere,2023,7.80012,24,4,User Experience,3
Azerbaijan,Cost of the equipment is too high,2023,5.29987,14,4,User Experience,3
Azerbaijan,Cost of service is too high,2023,4.00017,13,4,User Experience,3
Azerbaijan,Privacy or security concerns,2023,2.09981,46,4,User Experience,3
Azerbaijan,Internet service is not available in the area,2023,2.99984,39,4,User Experience,3
Azerbaijan,Internet service is available but it does not correspond to household needs,2023,1.70014,38,4,User Experience,3
Belarus,Do not need the Internet,2023,95.9469,19,7,User Experience,3
Belarus,Have access to the Internet elsewhere,2023,7.86247,24,7,User Experience,3
Belarus,Cost of the equipment is too high,2023,0.832136,14,7,User Experience,3
Belarus,Cost of service is too high,2023,2.28966,13,7,User Experience,3
Belarus,Privacy or security concerns,2023,1.32775,46,7,User Experience,3
Belarus,Internet service is available but it does not correspond to household needs,2023,1.09717,38,7,User Experience,3
Belgium,Do not need the Internet,2023,27.1659,19,8,User Experience,3
Belgium,Have access to the Internet elsewhere,2023,21.0754,24,8,User Experience,3
Belgium,Cost of the equipment is too high,2023,13.8629,14,8,User Experience,3
Belgium,Cost of service is too high,2023,17.6851,13,8,User Experience,3
Belgium,Privacy or security concerns,2023,13.814,46,8,User Experience,3
Brazil,Do not need the Internet,2023,62.6223,19,12,User Experience,3
Brazil,Have access to the Internet elsewhere,2023,28.0336,24,12,User Experience,3
Brazil,Cost of service is too high,2023,54.5605,13,12,User Experience,3
Brazil,Privacy or security concerns,2023,40.8968,46,12,User Experience,3
Brazil,Internet service is not available in the area,2023,17.3748,39,12,User Experience,3
Colombia,Do not need the Internet,2023,31.2703,19,19,User Experience,3
Colombia,Have access to the Internet elsewhere,2023,2.93343,24,19,User Experience,3
Colombia,Cost of service is too high,2023,49.6533,13,19,User Experience,3
Colombia,Internet service is not available in the area,2023,4.41937,39,19,User Experience,3
Georgia,Do not need the Internet,2023,0.702704,19,34,User Experience,3
Georgia,Have access to the Internet elsewhere,2023,6.36147,24,34,User Experience,3
Georgia,Cost of the equipment is too high,2023,2.18102,14,34,User Experience,3
Georgia,Cost of service is too high,2023,2.52837,13,34,User Experience,3
Georgia,Internet service is not available in the area,2023,0.931347,39,34,User Experience,3
Jamaica,Do not need the Internet,2023,46.7044,19,46,User Experience,3
Jamaica,Cost of the equipment is too high,2023,20.7646,14,46,User Experience,3
Kazakhstan,Do not need the Internet,2023,71.9134,19,49,User Experience,3
Kazakhstan,Have access to the Internet elsewhere,2023,1.4951,24,49,User Experience,3
Kazakhstan,Cost of the equipment is too high,2023,0.597599,14,49,User Experience,3
Kazakhstan,Cost of service is too high,2023,22.3814,13,49,User Experience,3
Kazakhstan,Internet service is not available in the area,2023,2.2399,39,49,User Experience,3
Korea (Rep. of),Do not need the Internet,2023,86.5737,19,50,User Experience,3
Malaysia,Do not need the Internet,2023,47.5087,19,58,User Experience,3
Malaysia,Have access to the Internet elsewhere,2023,19.876,24,58,User Experience,3
Malaysia,Cost of the equipment is too high,2023,34.4531,14,58,User Experience,3
Malaysia,Cost of service is too high,2023,34.7655,13,58,User Experience,3
Malaysia,Privacy or security concerns,2023,22.6163,46,58,User Experience,3
Malaysia,Internet service is not available in the area,2023,12.7178,39,58,User Experience,3
Malaysia,Internet service is available but it does not correspond to household needs,2023,16.1263,38,58,User Experience,3
Mexico,Do not need the Internet,2023,24.6505,19,61,User Experience,3
Mexico,Cost of service is too high,2023,58.1123,13,61,User Experience,3
Mexico,Privacy or security concerns,2023,0.270049,46,61,User Experience,3
Mexico,Internet service is not available in the area,2023,4.44921,39,61,User Experience,3
Mexico,Internet service is available but it does not correspond to household needs,2023,0.486827,38,61,User Experience,3
Portugal,Do not need the Internet,2023,41.0472,19,73,User Experience,3
Portugal,Have access to the Internet elsewhere,2023,7.27174,24,73,User Experience,3
Portugal,Cost of the equipment is too high,2023,44.3308,14,73,User Experience,3
Portugal,Cost of service is too high,2023,46.1305,13,73,User Experience,3
Portugal,Privacy or security concerns,2023,22.3037,46,73,User Experience,3
Portugal,Internet service is not available in the area,2023,6.6317,39,73,User Experience,3
Russian Federation,Do not need the Internet,2023,78.518,19,77,User Experience,3
Russian Federation,Have access to the Internet elsewhere,2023,4.72532,24,77,User Experience,3
Russian Federation,Cost of the equipment is too high,2023,10.3808,14,77,User Experience,3
Russian Federation,Cost of service is too high,2023,10.7513,13,77,User Experience,3
Russian Federation,Privacy or security concerns,2023,1.86973,46,77,User Experience,3
Russian Federation,Internet service is not available in the area,2023,2.5769,39,77,User Experience,3
Russian Federation,Internet service is available but it does not correspond to household needs,2023,1.47893,38,77,User Experience,3
Singapore,Do not need the Internet,2023,46.8766,19,80,User Experience,3
Singapore,Have access to the Internet elsewhere,2023,8.68152,24,80,User Experience,3
Singapore,Cost of the equipment is too high,2023,11.1512,14,80,User Experience,3
Singapore,Cost of service is too high,2023,10.6458,13,80,User Experience,3
Switzerland,Do not need the Internet,2023,65.7499,19,87,User Experience,3
Thailand,Do not need the Internet,2023,93.0314,19,89,User Experience,3
Thailand,Have access to the Internet elsewhere,2023,1.84108,24,89,User Experience,3
Thailand,Cost of the equipment is too high,2023,1.80715,14,89,User Experience,3
Thailand,Cost of service is too high,2023,0.760589,13,89,User Experience,3
Thailand,Internet service is not available in the area,2023,1.05554,39,89,User Experience,3
Albania,"Finding, downloading, installing and configuring software",2023,31.7287,22,0,Skills,2
Albania,Transferring files between a computer and other devices,2023,37.5419,55,0,Skills,2
Albania,Doing an online course,2023,6.81157,20,0,Skills,2
Albania,Internet banking,2023,15.097,37,0,Skills,2
Austria,"Finding, downloading, installing and configuring software",2023,57.0691,22,3,Skills,2
Austria,Doing an online course,2023,16.5627,20,3,Skills,2
Austria,Purchasing or ordering goods or services,2023,62.412,47,3,Skills,2
Austria,Internet banking,2023,77.1703,37,3,Skills,2
Azerbaijan,Connecting and installing new devices,2023,17.759,11,4,Skills,2
Azerbaijan,"Finding, downloading, installing and configuring software",2023,10.4076,22,4,Skills,2
Azerbaijan,Transferring files between a computer and other devices,2023,5.6994,55,4,Skills,2
Azerbaijan,Doing an online course,2023,2.2695,20,4,Skills,2
Azerbaijan,Purchasing or ordering goods or services,2023,8.188,47,4,Skills,2
Azerbaijan,Internet banking,2023,1.691,37,4,Skills,2
Bahrain,Connecting and installing new devices,2023,57.7836,11,5,Skills,2
Bahrain,"Finding, downloading, installing and configuring software",2023,80.8047,22,5,Skills,2
Bahrain,Transferring files between a computer and other devices,2023,73.5488,55,5,Skills,2
Bahrain,Doing an online course,2023,39.9077,20,5,Skills,2
Bahrain,Purchasing or ordering goods or services,2023,65.9631,47,5,Skills,2
Bahrain,Internet banking,2023,62.9947,37,5,Skills,2
Belarus,Connecting and installing new devices,2023,19.9621,11,7,Skills,2
Belarus,"Finding, downloading, installing and configuring software",2023,29.4915,22,7,Skills,2
Belarus,Transferring files between a computer and other devices,2023,42.7465,55,7,Skills,2
Belarus,Purchasing or ordering goods or services,2023,48.2628,47,7,Skills,2
Belarus,Internet banking,2023,56.0615,37,7,Skills,2
Belgium,"Finding, downloading, installing and configuring software",2023,47.9307,22,8,Skills,2
Belgium,Transferring files between a computer and other devices,2023,65.9566,55,8,Skills,2
Belgium,Doing an online course,2023,30.6188,20,8,Skills,2
Belgium,Purchasing or ordering goods or services,2023,64.9724,47,8,Skills,2
Belgium,Internet banking,2023,79.6012,37,8,Skills,2
Bosnia and Herzegovina,"Finding, downloading, installing and configuring software",2023,39.9809,22,11,Skills,2
Bosnia and Herzegovina,Transferring files between a computer and other devices,2023,17.1835,55,11,Skills,2
Bosnia and Herzegovina,Internet banking,2023,19.9309,37,11,Skills,2
Brazil,Connecting and installing new devices,2023,13.5643,11,12,Skills,2
Brazil,"Finding, downloading, installing and configuring software",2023,31.4431,22,12,Skills,2
Brazil,Transferring files between a computer and other devices,2023,22.5777,55,12,Skills,2
Brazil,Doing an online course,2023,15.6959,20,12,Skills,2
Brazil,Purchasing or ordering goods or services,2023,41.7547,47,12,Skills,2
Brazil,Internet banking,2023,45.8275,37,12,Skills,2
Bulgaria,Doing an online course,2023,7.70609,20,14,Skills,2
Bulgaria,Purchasing or ordering goods or services,2023,26.9381,47,14,Skills,2
Bulgaria,Internet banking,2023,23.4308,37,14,Skills,2
Colombia,Connecting and installing new devices,2023,27.2701,11,19,Skills,2
Colombia,"Finding, downloading, installing and configuring software",2023,19.595,22,19,Skills,2
Colombia,Transferring files between a computer and other devices,2023,28.5468,55,19,Skills,2
Colombia,Doing an online course,2023,23.8456,20,19,Skills,2
Colombia,Purchasing or ordering goods or services,2023,11.98,47,19,Skills,2
Colombia,Internet banking,2023,17.2684,37,19,Skills,2
Croatia,"Finding, downloading, installing and configuring software",2023,47.531,22,21,Skills,2
Croatia,Doing an online course,2023,7.18252,20,21,Skills,2
Croatia,Purchasing or ordering goods or services,2023,49.6932,47,21,Skills,2
Croatia,Internet banking,2023,61.7256,37,21,Skills,2
Cyprus,Doing an online course,2023,12.0874,20,23,Skills,2
Cyprus,Purchasing or ordering goods or services,2023,50.571,47,23,Skills,2
Cyprus,Internet banking,2023,70.8616,37,23,Skills,2
Czech Republic,"Finding, downloading, installing and configuring software",2023,55.445,22,24,Skills,2
Czech Republic,Transferring files between a computer and other devices,2023,58.2628,55,24,Skills,2
Czech Republic,Doing an online course,2023,16.9347,20,24,Skills,2
Czech Republic,Purchasing or ordering goods or services,2023,62.9306,47,24,Skills,2
Czech Republic,Internet banking,2023,73.3114,37,24,Skills,2
Côte d'Ivoire,Connecting and installing new devices,2023,5.40349,11,25,Skills,2
Côte d'Ivoire,"Finding, downloading, installing and configuring software",2023,10.5085,22,25,Skills,2
Côte d'Ivoire,Transferring files between a computer and other devices,2023,7.66948,55,25,Skills,2
Denmark,Transferring files between a computer and other devices,2023,65.7302,55,26,Skills,2
Denmark,Doing an online course,2023,15.3349,20,26,Skills,2
Denmark,Purchasing or ordering goods or services,2023,79.7762,47,26,Skills,2
Denmark,Internet banking,2023,96.2038,37,26,Skills,2
Ecuador,Connecting and installing new devices,2023,9.45991,11,28,Skills,2
Ecuador,"Finding, downloading, installing and configuring software",2023,6.47653,22,28,Skills,2
Ecuador,Transferring files between a computer and other devices,2023,13.2057,55,28,Skills,2
Estonia,Transferring files between a computer and other devices,2023,59.8669,55,31,Skills,2
Estonia,Doing an online course,2023,26.7924,20,31,Skills,2
Estonia,Internet banking,2023,84.8845,37,31,Skills,2
Finland,"Finding, downloading, installing and configuring software",2023,67.0645,22,32,Skills,2
Finland,Transferring files between a computer and other devices,2023,66.4349,55,32,Skills,2
Finland,Doing an online course,2023,26.5056,20,32,Skills,2
Finland,Purchasing or ordering goods or services,2023,58.5046,47,32,Skills,2
Finland,Internet banking,2023,89.9767,37,32,Skills,2
France,Doing an online course,2023,12.2696,20,33,Skills,2
France,Purchasing or ordering goods or services,2023,59.6221,47,33,Skills,2
France,Internet banking,2023,66.3477,37,33,Skills,2
Georgia,Connecting and installing new devices,2023,15.0667,11,34,Skills,2
Georgia,"Finding, downloading, installing and configuring software",2023,12.7385,22,34,Skills,2
Georgia,Transferring files between a computer and other devices,2023,23.0307,55,34,Skills,2
Georgia,Doing an online course,2023,5.30104,20,34,Skills,2
Georgia,Purchasing or ordering goods or services,2023,18.3974,47,34,Skills,2
Georgia,Internet banking,2023,38.6061,37,34,Skills,2
Germany,"Finding, downloading, installing and configuring software",2023,52.6162,22,35,Skills,2
Germany,Transferring files between a computer and other devices,2023,59.5629,55,35,Skills,2
Germany,Doing an online course,2023,8.86925,20,35,Skills,2
Germany,Purchasing or ordering goods or services,2023,67.5177,47,35,Skills,2
Germany,Internet banking,2023,57.223,37,35,Skills,2
Greece,"Finding, downloading, installing and configuring software",2023,43.6283,22,36,Skills,2
Greece,Transferring files between a computer and other devices,2023,58.8944,55,36,Skills,2
Greece,Doing an online course,2023,11.9694,20,36,Skills,2
Greece,Purchasing or ordering goods or services,2023,48.2996,47,36,Skills,2
Greece,Internet banking,2023,52.0123,37,36,Skills,2
"Hong Kong, China",Connecting and installing new devices,2023,43.2558,11,37,Skills,2
"Hong Kong, China","Finding, downloading, installing and configuring software",2023,51.6492,22,37,Skills,2
"Hong Kong, China",Transferring files between a computer and other devices,2023,41.3868,55,37,Skills,2
